id,file_path,function_signature,body,parameters,examples
1517,..\pandas\reference\api\pandas.pivot.html,pandas.pivot,"pandas.pivot(data, *, columns, index=<no_default>, values=<no_default>)[source]# Return reshaped DataFrame organized by given index / column values. Reshape data (produce a “pivot” table) based on column values. Uses unique values from specified index / columns to form axes of the resulting DataFrame. This function does not support data aggregation, multiple values will result in a MultiIndex in the columns. See the User Guide for more on reshaping. Notes For finer-tuned control, see hierarchical indexing documentation along with the related stack/unstack methods. Reference the user guide for more examples.","Parameters: dataDataFrame columnsstr or object or a list of strColumn to use to make new frame’s columns. indexstr or object or a list of str, optionalColumn to use to make new frame’s index. If not given, uses existing index. valuesstr, object or a list of the previous, optionalColumn(s) to use for populating new frame’s values. If not specified, all remaining columns will be used and the result will have hierarchically indexed columns. Returns: DataFrameReturns reshaped DataFrame. Raises: ValueError:When there are any index, columns combinations with multiple values. DataFrame.pivot_table when you need to aggregate.","["">>> df = pd.DataFrame({'foo': ['one', 'one', 'one', 'two', 'two',\n...                            'two'],\n...                    'bar': ['A', 'B', 'C', 'A', 'B', 'C'],\n...                    'baz': [1, 2, 3, 4, 5, 6],\n...                    'zoo': ['x', 'y', 'z', 'q', 'w', 't']})\n>>> df\n    foo   bar  baz  zoo\n0   one   A    1    x\n1   one   B    2    y\n2   one   C    3    z\n3   two   A    4    q\n4   two   B    5    w\n5   two   C    6    t"", "">>> df.pivot(index='foo', columns='bar', values='baz')\nbar  A   B   C\nfoo\none  1   2   3\ntwo  4   5   6"", "">>> df.pivot(index='foo', columns='bar')['baz']\nbar  A   B   C\nfoo\none  1   2   3\ntwo  4   5   6"", "">>> df.pivot(index='foo', columns='bar', values=['baz', 'zoo'])\n      baz       zoo\nbar   A  B  C   A  B  C\nfoo\none   1  2  3   x  y  z\ntwo   4  5  6   q  w  t"", '>>> df = pd.DataFrame({\n...        ""lev1"": [1, 1, 1, 2, 2, 2],\n...        ""lev2"": [1, 1, 2, 1, 1, 2],\n...        ""lev3"": [1, 2, 1, 2, 1, 2],\n...        ""lev4"": [1, 2, 3, 4, 5, 6],\n...        ""values"": [0, 1, 2, 3, 4, 5]})\n>>> df\n    lev1 lev2 lev3 lev4 values\n0   1    1    1    1    0\n1   1    1    2    2    1\n2   1    2    1    3    2\n3   2    1    2    4    3\n4   2    1    1    5    4\n5   2    2    2    6    5', '>>> df.pivot(index=""lev1"", columns=[""lev2"", ""lev3""], values=""values"")\nlev2    1         2\nlev3    1    2    1    2\nlev1\n1     0.0  1.0  2.0  NaN\n2     4.0  3.0  NaN  5.0', '>>> df.pivot(index=[""lev1"", ""lev2""], columns=[""lev3""], values=""values"")\n      lev3    1    2\nlev1  lev2\n   1     1  0.0  1.0\n         2  2.0  NaN\n   2     1  4.0  3.0\n         2  NaN  5.0', '>>> df = pd.DataFrame({""foo"": [\'one\', \'one\', \'two\', \'two\'],\n...                    ""bar"": [\'A\', \'A\', \'B\', \'C\'],\n...                    ""baz"": [1, 2, 3, 4]})\n>>> df\n   foo bar  baz\n0  one   A    1\n1  one   A    2\n2  two   B    3\n3  two   C    4', "">>> df.pivot(index='foo', columns='bar', values='baz')\nTraceback (most recent call last):\n   ...\nValueError: Index contains duplicate entries, cannot reshape""]"
1518,..\pandas\reference\api\pandas.Index.drop_duplicates.html,pandas.Index.drop_duplicates,"Index.drop_duplicates(*, keep='first')[source]# Return Index with duplicate values removed.","Parameters: keep{‘first’, ‘last’, False}, default ‘first’ ‘first’ : Drop duplicates except for the first occurrence. ‘last’ : Drop duplicates except for the last occurrence. False : Drop all duplicates. Returns: Index","["">>> idx = pd.Index(['lama', 'cow', 'lama', 'beetle', 'lama', 'hippo'])"", "">>> idx.drop_duplicates(keep='first')\nIndex(['lama', 'cow', 'beetle', 'hippo'], dtype='object')"", "">>> idx.drop_duplicates(keep='last')\nIndex(['cow', 'beetle', 'lama', 'hippo'], dtype='object')"", "">>> idx.drop_duplicates(keep=False)\nIndex(['cow', 'beetle', 'hippo'], dtype='object')""]"
1519,..\pandas\reference\api\pandas.tseries.offsets.BQuarterEnd.is_year_start.html,pandas.tseries.offsets.BQuarterEnd.is_year_start,BQuarterEnd.is_year_start(ts)# Return boolean whether a timestamp occurs on the year start.,No parameters found,"['>>> ts = pd.Timestamp(2022, 1, 1)\n>>> freq = pd.offsets.Hour(5)\n>>> freq.is_year_start(ts)\nTrue']"
1520,..\pandas\reference\api\pandas.tseries.offsets.Easter.rule_code.html,pandas.tseries.offsets.Easter.rule_code,Easter.rule_code#,No parameters found,[]
1521,..\pandas\reference\api\pandas.tseries.offsets.SemiMonthEnd.is_month_start.html,pandas.tseries.offsets.SemiMonthEnd.is_month_start,SemiMonthEnd.is_month_start(ts)# Return boolean whether a timestamp occurs on the month start.,No parameters found,"['>>> ts = pd.Timestamp(2022, 1, 1)\n>>> freq = pd.offsets.Hour(5)\n>>> freq.is_month_start(ts)\nTrue']"
1522,..\pandas\reference\api\pandas.Series.set_axis.html,pandas.Series.set_axis,"Series.set_axis(labels, *, axis=0, copy=None)[source]# Assign desired index to given axis. Indexes for row labels can be changed by assigning a list-like or Index.","Parameters: labelslist-like, IndexThe values for the new index. axis{0 or ‘index’}, default 0The axis to update. The value 0 identifies the rows. For Series this parameter is unused and defaults to 0. copybool, default TrueWhether to make a copy of the underlying data. Note The copy keyword will change behavior in pandas 3.0. Copy-on-Write will be enabled by default, which means that all methods with a copy keyword will use a lazy copy mechanism to defer the copy and ignore the copy keyword. The copy keyword will be removed in a future version of pandas. You can already get the future behavior and improvements through enabling copy on write pd.options.mode.copy_on_write = True Returns: SeriesAn object of type Series.","['>>> s = pd.Series([1, 2, 3])\n>>> s\n0    1\n1    2\n2    3\ndtype: int64', "">>> s.set_axis(['a', 'b', 'c'], axis=0)\na    1\nb    2\nc    3\ndtype: int64""]"
1523,..\pandas\reference\api\pandas.pivot_table.html,pandas.pivot_table,"pandas.pivot_table(data, values=None, index=None, columns=None, aggfunc='mean', fill_value=None, margins=False, dropna=True, margins_name='All', observed=<no_default>, sort=True)[source]# Create a spreadsheet-style pivot table as a DataFrame. The levels in the pivot table will be stored in MultiIndex objects (hierarchical indexes) on the index and columns of the result DataFrame. Notes Reference the user guide for more examples.","Parameters: dataDataFrame valueslist-like or scalar, optionalColumn or columns to aggregate. indexcolumn, Grouper, array, or list of the previousKeys to group by on the pivot table index. If a list is passed, it can contain any of the other types (except list). If an array is passed, it must be the same length as the data and will be used in the same manner as column values. columnscolumn, Grouper, array, or list of the previousKeys to group by on the pivot table column. If a list is passed, it can contain any of the other types (except list). If an array is passed, it must be the same length as the data and will be used in the same manner as column values. aggfuncfunction, list of functions, dict, default “mean”If a list of functions is passed, the resulting pivot table will have hierarchical columns whose top level are the function names (inferred from the function objects themselves). If a dict is passed, the key is column to aggregate and the value is function or list of functions. If margin=True, aggfunc will be used to calculate the partial aggregates. fill_valuescalar, default NoneValue to replace missing values with (in the resulting pivot table, after aggregation). marginsbool, default FalseIf margins=True, special All columns and rows will be added with partial group aggregates across the categories on the rows and columns. dropnabool, default TrueDo not include columns whose entries are all NaN. If True, rows with a NaN value in any column will be omitted before computing margins. margins_namestr, default ‘All’Name of the row / column that will contain the totals when margins is True. observedbool, default FalseThis only applies if any of the groupers are Categoricals. If True: only show observed values for categorical groupers. If False: show all values for categorical groupers. Deprecated since version 2.2.0: The default value of False is deprecated and will change to True in a future version of pandas. sortbool, default TrueSpecifies if the result should be sorted. Added in version 1.3.0. Returns: DataFrameAn Excel style pivot table.","['>>> df = pd.DataFrame({""A"": [""foo"", ""foo"", ""foo"", ""foo"", ""foo"",\n...                          ""bar"", ""bar"", ""bar"", ""bar""],\n...                    ""B"": [""one"", ""one"", ""one"", ""two"", ""two"",\n...                          ""one"", ""one"", ""two"", ""two""],\n...                    ""C"": [""small"", ""large"", ""large"", ""small"",\n...                          ""small"", ""large"", ""small"", ""small"",\n...                          ""large""],\n...                    ""D"": [1, 2, 2, 3, 3, 4, 5, 6, 7],\n...                    ""E"": [2, 4, 5, 5, 6, 6, 8, 9, 9]})\n>>> df\n     A    B      C  D  E\n0  foo  one  small  1  2\n1  foo  one  large  2  4\n2  foo  one  large  2  5\n3  foo  two  small  3  5\n4  foo  two  small  3  6\n5  bar  one  large  4  6\n6  bar  one  small  5  8\n7  bar  two  small  6  9\n8  bar  two  large  7  9', '>>> table = pd.pivot_table(df, values=\'D\', index=[\'A\', \'B\'],\n...                        columns=[\'C\'], aggfunc=""sum"")\n>>> table\nC        large  small\nA   B\nbar one    4.0    5.0\n    two    7.0    6.0\nfoo one    4.0    1.0\n    two    NaN    6.0', '>>> table = pd.pivot_table(df, values=\'D\', index=[\'A\', \'B\'],\n...                        columns=[\'C\'], aggfunc=""sum"", fill_value=0)\n>>> table\nC        large  small\nA   B\nbar one      4      5\n    two      7      6\nfoo one      4      1\n    two      0      6', '>>> table = pd.pivot_table(df, values=[\'D\', \'E\'], index=[\'A\', \'C\'],\n...                        aggfunc={\'D\': ""mean"", \'E\': ""mean""})\n>>> table\n                D         E\nA   C\nbar large  5.500000  7.500000\n    small  5.500000  8.500000\nfoo large  2.000000  4.500000\n    small  2.333333  4.333333', '>>> table = pd.pivot_table(df, values=[\'D\', \'E\'], index=[\'A\', \'C\'],\n...                        aggfunc={\'D\': ""mean"",\n...                                 \'E\': [""min"", ""max"", ""mean""]})\n>>> table\n                  D   E\n               mean max      mean  min\nA   C\nbar large  5.500000   9  7.500000    6\n    small  5.500000   9  8.500000    8\nfoo large  2.000000   5  4.500000    4\n    small  2.333333   6  4.333333    2']"
1524,..\pandas\reference\api\pandas.Index.dtype.html,pandas.Index.dtype,Index.dtype[source]# Return the dtype object of the underlying data.,No parameters found,"["">>> idx = pd.Index([1, 2, 3])\n>>> idx\nIndex([1, 2, 3], dtype='int64')\n>>> idx.dtype\ndtype('int64')""]"
1525,..\pandas\reference\api\pandas.DataFrame.lt.html,pandas.DataFrame.lt,"DataFrame.lt(other, axis='columns', level=None)[source]# Get Less than of dataframe and other, element-wise (binary operator lt). Among flexible wrappers (eq, ne, le, lt, ge, gt) to comparison operators. Equivalent to ==, !=, <=, <, >=, > with support to choose axis (rows or columns) and level for comparison. Notes Mismatched indices will be unioned together. NaN values are considered different (i.e. NaN != NaN).","Parameters: otherscalar, sequence, Series, or DataFrameAny single or multiple element data structure, or list-like object. axis{0 or ‘index’, 1 or ‘columns’}, default ‘columns’Whether to compare by the index (0 or ‘index’) or columns (1 or ‘columns’). levelint or labelBroadcast across a level, matching Index values on the passed MultiIndex level. Returns: DataFrame of boolResult of the comparison.","["">>> df = pd.DataFrame({'cost': [250, 150, 100],\n...                    'revenue': [100, 250, 300]},\n...                   index=['A', 'B', 'C'])\n>>> df\n   cost  revenue\nA   250      100\nB   150      250\nC   100      300"", '>>> df == 100\n    cost  revenue\nA  False     True\nB  False    False\nC   True    False', '>>> df.eq(100)\n    cost  revenue\nA  False     True\nB  False    False\nC   True    False', '>>> df != pd.Series([100, 250], index=[""cost"", ""revenue""])\n    cost  revenue\nA   True     True\nB   True    False\nC  False     True', '>>> df.ne(pd.Series([100, 300], index=[""A"", ""D""]), axis=\'index\')\n   cost  revenue\nA  True    False\nB  True     True\nC  True     True\nD  True     True', '>>> df == [250, 100]\n    cost  revenue\nA   True     True\nB  False    False\nC  False    False', "">>> df.eq([250, 250, 100], axis='index')\n    cost  revenue\nA   True    False\nB  False     True\nC   True    False"", "">>> other = pd.DataFrame({'revenue': [300, 250, 100, 150]},\n...                      index=['A', 'B', 'C', 'D'])\n>>> other\n   revenue\nA      300\nB      250\nC      100\nD      150"", '>>> df.gt(other)\n    cost  revenue\nA  False    False\nB  False    False\nC  False     True\nD  False    False', "">>> df_multindex = pd.DataFrame({'cost': [250, 150, 100, 150, 300, 220],\n...                              'revenue': [100, 250, 300, 200, 175, 225]},\n...                             index=[['Q1', 'Q1', 'Q1', 'Q2', 'Q2', 'Q2'],\n...                                    ['A', 'B', 'C', 'A', 'B', 'C']])\n>>> df_multindex\n      cost  revenue\nQ1 A   250      100\n   B   150      250\n   C   100      300\nQ2 A   150      200\n   B   300      175\n   C   220      225"", '>>> df.le(df_multindex, level=1)\n       cost  revenue\nQ1 A   True     True\n   B   True     True\n   C   True     True\nQ2 A  False     True\n   B   True    False\n   C   True    False']"
1526,..\pandas\reference\api\pandas.tseries.offsets.SemiMonthEnd.is_on_offset.html,pandas.tseries.offsets.SemiMonthEnd.is_on_offset,SemiMonthEnd.is_on_offset(dt)# Return boolean whether a timestamp intersects with this frequency.,Parameters: dtdatetime.datetimeTimestamp to check intersections with frequency.,"['>>> ts = pd.Timestamp(2022, 1, 1)\n>>> freq = pd.offsets.Day(1)\n>>> freq.is_on_offset(ts)\nTrue', "">>> ts = pd.Timestamp(2022, 8, 6)\n>>> ts.day_name()\n'Saturday'\n>>> freq = pd.offsets.BusinessDay(1)\n>>> freq.is_on_offset(ts)\nFalse""]"
1527,..\pandas\reference\api\pandas.Series.set_flags.html,pandas.Series.set_flags,"Series.set_flags(*, copy=False, allows_duplicate_labels=None)[source]# Return a new object with updated flags. Notes This method returns a new object that’s a view on the same data as the input. Mutating the input or the output values will be reflected in the other. This method is intended to be used in method chains. “Flags” differ from “metadata”. Flags reflect properties of the pandas object (the Series or DataFrame). Metadata refer to properties of the dataset, and should be stored in DataFrame.attrs.","Parameters: copybool, default FalseSpecify if a copy of the object should be made. Note The copy keyword will change behavior in pandas 3.0. Copy-on-Write will be enabled by default, which means that all methods with a copy keyword will use a lazy copy mechanism to defer the copy and ignore the copy keyword. The copy keyword will be removed in a future version of pandas. You can already get the future behavior and improvements through enabling copy on write pd.options.mode.copy_on_write = True allows_duplicate_labelsbool, optionalWhether the returned object allows duplicate labels. Returns: Series or DataFrameThe same type as the caller.","['>>> df = pd.DataFrame({""A"": [1, 2]})\n>>> df.flags.allows_duplicate_labels\nTrue\n>>> df2 = df.set_flags(allows_duplicate_labels=False)\n>>> df2.flags.allows_duplicate_labels\nFalse']"
1528,..\pandas\reference\api\pandas.tseries.offsets.BQuarterEnd.kwds.html,pandas.tseries.offsets.BQuarterEnd.kwds,BQuarterEnd.kwds# Return a dict of extra parameters for the offset.,No parameters found,"['>>> pd.DateOffset(5).kwds\n{}', "">>> pd.offsets.FY5253Quarter().kwds\n{'weekday': 0,\n 'startingMonth': 1,\n 'qtr_with_extra_week': 1,\n 'variation': 'nearest'}""]"
1529,..\pandas\reference\api\pandas.tseries.offsets.FY5253.copy.html,pandas.tseries.offsets.FY5253.copy,FY5253.copy()# Return a copy of the frequency.,No parameters found,['>>> freq = pd.DateOffset(1)\n>>> freq_copy = freq.copy()\n>>> freq is freq_copy\nFalse']
1530,..\pandas\reference\api\pandas.plotting.andrews_curves.html,pandas.plotting.andrews_curves,"pandas.plotting.andrews_curves(frame, class_column, ax=None, samples=200, color=None, colormap=None, **kwargs)[source]# Generate a matplotlib plot for visualizing clusters of multivariate data. Andrews curves have the functional form: \[f(t) = \frac{x_1}{\sqrt{2}} + x_2 \sin(t) + x_3 \cos(t) + x_4 \sin(2t) + x_5 \cos(2t) + \cdots\] Where \(x\) coefficients correspond to the values of each dimension and \(t\) is linearly spaced between \(-\pi\) and \(+\pi\). Each row of frame then corresponds to a single curve.","Parameters: frameDataFrameData to be plotted, preferably normalized to (0.0, 1.0). class_columnlabelName of the column containing class names. axaxes object, default NoneAxes to use. samplesintNumber of points to plot in each curve. colorstr, list[str] or tuple[str], optionalColors to use for the different classes. Colors can be strings or 3-element floating point RGB values. colormapstr or matplotlib colormap object, default NoneColormap to select colors from. If a string, load colormap with that name from matplotlib. **kwargsOptions to pass to matplotlib plotting method. Returns: matplotlib.axes.Axes","["">>> df = pd.read_csv(\n...     'https://raw.githubusercontent.com/pandas-dev/'\n...     'pandas/main/pandas/tests/io/data/csv/iris.csv'\n... )\n>>> pd.plotting.andrews_curves(df, 'Name')""]"
1531,..\pandas\reference\api\pandas.Index.duplicated.html,pandas.Index.duplicated,"Index.duplicated(keep='first')[source]# Indicate duplicate index values. Duplicated values are indicated as True values in the resulting array. Either all duplicates, all except the first, or all except the last occurrence of duplicates can be indicated.","Parameters: keep{‘first’, ‘last’, False}, default ‘first’The value or values in a set of duplicates to mark as missing. ‘first’ : Mark duplicates as True except for the first occurrence. ‘last’ : Mark duplicates as True except for the last occurrence. False : Mark all duplicates as True. Returns: np.ndarray[bool]","["">>> idx = pd.Index(['lama', 'cow', 'lama', 'beetle', 'lama'])\n>>> idx.duplicated()\narray([False, False,  True, False,  True])"", "">>> idx.duplicated(keep='first')\narray([False, False,  True, False,  True])"", "">>> idx.duplicated(keep='last')\narray([ True, False,  True, False, False])"", '>>> idx.duplicated(keep=False)\narray([ True, False,  True, False,  True])']"
1532,..\pandas\reference\api\pandas.DataFrame.map.html,pandas.DataFrame.map,"DataFrame.map(func, na_action=None, **kwargs)[source]# Apply a function to a Dataframe elementwise. Added in version 2.1.0: DataFrame.applymap was deprecated and renamed to DataFrame.map. This method applies a function that accepts and returns a scalar to every element of a DataFrame.","Parameters: funccallablePython function, returns a single value from a single value. na_action{None, ‘ignore’}, default NoneIf ‘ignore’, propagate NaN values, without passing them to func. **kwargsAdditional keyword arguments to pass as keywords arguments to func. Returns: DataFrameTransformed DataFrame.","['>>> df = pd.DataFrame([[1, 2.12], [3.356, 4.567]])\n>>> df\n       0      1\n0  1.000  2.120\n1  3.356  4.567', '>>> df.map(lambda x: len(str(x)))\n   0  1\n0  3  4\n1  5  5', "">>> df_copy = df.copy()\n>>> df_copy.iloc[0, 0] = pd.NA\n>>> df_copy.map(lambda x: len(str(x)), na_action='ignore')\n     0  1\n0  NaN  4\n1  5.0  5"", '>>> df.map(round, ndigits=1)\n     0    1\n0  1.0  2.1\n1  3.4  4.6', '>>> df.map(lambda x: x**2)\n           0          1\n0   1.000000   4.494400\n1  11.262736  20.857489', '>>> df ** 2\n           0          1\n0   1.000000   4.494400\n1  11.262736  20.857489']"
1533,..\pandas\reference\api\pandas.plotting.autocorrelation_plot.html,pandas.plotting.autocorrelation_plot,"pandas.plotting.autocorrelation_plot(series, ax=None, **kwargs)[source]# Autocorrelation plot for time series.","Parameters: seriesSeriesThe time series to visualize. axMatplotlib axis object, optionalThe matplotlib axis object to use. **kwargsOptions to pass to matplotlib plotting method. Returns: matplotlib.axes.Axes","['>>> spacing = np.linspace(-9 * np.pi, 9 * np.pi, num=1000)\n>>> s = pd.Series(0.7 * np.random.rand(1000) + 0.3 * np.sin(spacing))\n>>> pd.plotting.autocorrelation_plot(s)']"
1534,..\pandas\reference\api\pandas.Index.empty.html,pandas.Index.empty,property Index.empty[source]#,No parameters found,[]
1535,..\pandas\reference\api\pandas.Series.shape.html,pandas.Series.shape,property Series.shape[source]# Return a tuple of the shape of the underlying data.,No parameters found,"['>>> s = pd.Series([1, 2, 3])\n>>> s.shape\n(3,)']"
1536,..\pandas\reference\api\pandas.tseries.offsets.BQuarterEnd.n.html,pandas.tseries.offsets.BQuarterEnd.n,BQuarterEnd.n#,No parameters found,[]
1537,..\pandas\reference\api\pandas.tseries.offsets.FY5253.freqstr.html,pandas.tseries.offsets.FY5253.freqstr,FY5253.freqstr# Return a string representing the frequency.,No parameters found,"["">>> pd.DateOffset(5).freqstr\n'<5 * DateOffsets>'"", "">>> pd.offsets.BusinessHour(2).freqstr\n'2bh'"", "">>> pd.offsets.Nano().freqstr\n'ns'"", "">>> pd.offsets.Nano(-3).freqstr\n'-3ns'""]"
1538,..\pandas\reference\api\pandas.tseries.offsets.SemiMonthEnd.is_quarter_end.html,pandas.tseries.offsets.SemiMonthEnd.is_quarter_end,SemiMonthEnd.is_quarter_end(ts)# Return boolean whether a timestamp occurs on the quarter end.,No parameters found,"['>>> ts = pd.Timestamp(2022, 1, 1)\n>>> freq = pd.offsets.Hour(5)\n>>> freq.is_quarter_end(ts)\nFalse']"
1539,..\pandas\reference\api\pandas.DataFrame.mask.html,pandas.DataFrame.mask,"DataFrame.mask(cond, other=<no_default>, *, inplace=False, axis=None, level=None)[source]# Replace values where the condition is True. Notes The mask method is an application of the if-then idiom. For each element in the calling DataFrame, if cond is False the element is used; otherwise the corresponding element from the DataFrame other is used. If the axis of other does not align with axis of cond Series/DataFrame, the misaligned index positions will be filled with True. The signature for DataFrame.where() differs from numpy.where(). Roughly df1.where(m, df2) is equivalent to np.where(m, df1, df2). For further details and examples see the mask documentation in indexing. The dtype of the object takes precedence. The fill value is casted to the object’s dtype, if this can be done losslessly.","Parameters: condbool Series/DataFrame, array-like, or callableWhere cond is False, keep the original value. Where True, replace with corresponding value from other. If cond is callable, it is computed on the Series/DataFrame and should return boolean Series/DataFrame or array. The callable must not change input Series/DataFrame (though pandas doesn’t check it). otherscalar, Series/DataFrame, or callableEntries where cond is True are replaced with corresponding value from other. If other is callable, it is computed on the Series/DataFrame and should return scalar or Series/DataFrame. The callable must not change input Series/DataFrame (though pandas doesn’t check it). If not specified, entries will be filled with the corresponding NULL value (np.nan for numpy dtypes, pd.NA for extension dtypes). inplacebool, default FalseWhether to perform the operation in place on the data. axisint, default NoneAlignment axis if needed. For Series this parameter is unused and defaults to 0. levelint, default NoneAlignment level if needed. Returns: Same type as caller or None if inplace=True.","['>>> s = pd.Series(range(5))\n>>> s.where(s > 0)\n0    NaN\n1    1.0\n2    2.0\n3    3.0\n4    4.0\ndtype: float64\n>>> s.mask(s > 0)\n0    0.0\n1    NaN\n2    NaN\n3    NaN\n4    NaN\ndtype: float64', '>>> s = pd.Series(range(5))\n>>> t = pd.Series([True, False])\n>>> s.where(t, 99)\n0     0\n1    99\n2    99\n3    99\n4    99\ndtype: int64\n>>> s.mask(t, 99)\n0    99\n1     1\n2    99\n3    99\n4    99\ndtype: int64', '>>> s.where(s > 1, 10)\n0    10\n1    10\n2    2\n3    3\n4    4\ndtype: int64\n>>> s.mask(s > 1, 10)\n0     0\n1     1\n2    10\n3    10\n4    10\ndtype: int64', "">>> df = pd.DataFrame(np.arange(10).reshape(-1, 2), columns=['A', 'B'])\n>>> df\n   A  B\n0  0  1\n1  2  3\n2  4  5\n3  6  7\n4  8  9\n>>> m = df % 3 == 0\n>>> df.where(m, -df)\n   A  B\n0  0 -1\n1 -2  3\n2 -4 -5\n3  6 -7\n4 -8  9\n>>> df.where(m, -df) == np.where(m, df, -df)\n      A     B\n0  True  True\n1  True  True\n2  True  True\n3  True  True\n4  True  True\n>>> df.where(m, -df) == df.mask(~m, -df)\n      A     B\n0  True  True\n1  True  True\n2  True  True\n3  True  True\n4  True  True""]"
1540,..\pandas\reference\api\pandas.plotting.bootstrap_plot.html,pandas.plotting.bootstrap_plot,"pandas.plotting.bootstrap_plot(series, fig=None, size=50, samples=500, **kwds)[source]# Bootstrap plot on mean, median and mid-range statistics. The bootstrap plot is used to estimate the uncertainty of a statistic by relying on random sampling with replacement [1]. This function will generate bootstrapping plots for mean, median and mid-range statistics for the given number of samples of the given size. [1] “Bootstrapping (statistics)” in     https://en.wikipedia.org/wiki/Bootstrapping_%28statistics%29","Parameters: seriespandas.SeriesSeries from where to get the samplings for the bootstrapping. figmatplotlib.figure.Figure, default NoneIf given, it will use the fig reference for plotting instead of creating a new one with default parameters. sizeint, default 50Number of data points to consider during each sampling. It must be less than or equal to the length of the series. samplesint, default 500Number of times the bootstrap procedure is performed. **kwdsOptions to pass to matplotlib plotting method. Returns: matplotlib.figure.FigureMatplotlib figure.",['>>> s = pd.Series(np.random.uniform(size=100))\n>>> pd.plotting.bootstrap_plot(s)  \n<Figure size 640x480 with 6 Axes>']
1541,..\pandas\reference\api\pandas.Series.shift.html,pandas.Series.shift,"Series.shift(periods=1, freq=None, axis=0, fill_value=<no_default>, suffix=None)[source]# Shift index by desired number of periods with an optional time freq. When freq is not passed, shift the index without realigning the data. If freq is passed (in this case, the index must be date or datetime, or it will raise a NotImplementedError), the index will be increased using the periods and the freq. freq can be inferred when specified as “infer” as long as either freq or inferred_freq attribute is set in the index.","Parameters: periodsint or SequenceNumber of periods to shift. Can be positive or negative. If an iterable of ints, the data will be shifted once by each int. This is equivalent to shifting by one value at a time and concatenating all resulting frames. The resulting columns will have the shift suffixed to their column names. For multiple periods, axis must not be 1. freqDateOffset, tseries.offsets, timedelta, or str, optionalOffset to use from the tseries module or time rule (e.g. ‘EOM’). If freq is specified then the index values are shifted but the data is not realigned. That is, use freq if you would like to extend the index when shifting and preserve the original data. If freq is specified as “infer” then it will be inferred from the freq or inferred_freq attributes of the index. If neither of those attributes exist, a ValueError is thrown. axis{0 or ‘index’, 1 or ‘columns’, None}, default NoneShift direction. For Series this parameter is unused and defaults to 0. fill_valueobject, optionalThe scalar value to use for newly introduced missing values. the default depends on the dtype of self. For numeric data, np.nan is used. For datetime, timedelta, or period data, etc. NaT is used. For extension dtypes, self.dtype.na_value is used. suffixstr, optionalIf str and periods is an iterable, this is added after the column name and before the shift value for each shifted column name. Returns: Series/DataFrameCopy of input object, shifted.","['>>> df = pd.DataFrame({""Col1"": [10, 20, 15, 30, 45],\n...                    ""Col2"": [13, 23, 18, 33, 48],\n...                    ""Col3"": [17, 27, 22, 37, 52]},\n...                   index=pd.date_range(""2020-01-01"", ""2020-01-05""))\n>>> df\n            Col1  Col2  Col3\n2020-01-01    10    13    17\n2020-01-02    20    23    27\n2020-01-03    15    18    22\n2020-01-04    30    33    37\n2020-01-05    45    48    52', '>>> df.shift(periods=3)\n            Col1  Col2  Col3\n2020-01-01   NaN   NaN   NaN\n2020-01-02   NaN   NaN   NaN\n2020-01-03   NaN   NaN   NaN\n2020-01-04  10.0  13.0  17.0\n2020-01-05  20.0  23.0  27.0', '>>> df.shift(periods=1, axis=""columns"")\n            Col1  Col2  Col3\n2020-01-01   NaN    10    13\n2020-01-02   NaN    20    23\n2020-01-03   NaN    15    18\n2020-01-04   NaN    30    33\n2020-01-05   NaN    45    48', '>>> df.shift(periods=3, fill_value=0)\n            Col1  Col2  Col3\n2020-01-01     0     0     0\n2020-01-02     0     0     0\n2020-01-03     0     0     0\n2020-01-04    10    13    17\n2020-01-05    20    23    27', '>>> df.shift(periods=3, freq=""D"")\n            Col1  Col2  Col3\n2020-01-04    10    13    17\n2020-01-05    20    23    27\n2020-01-06    15    18    22\n2020-01-07    30    33    37\n2020-01-08    45    48    52', '>>> df.shift(periods=3, freq=""infer"")\n            Col1  Col2  Col3\n2020-01-04    10    13    17\n2020-01-05    20    23    27\n2020-01-06    15    18    22\n2020-01-07    30    33    37\n2020-01-08    45    48    52', "">>> df['Col1'].shift(periods=[0, 1, 2])\n            Col1_0  Col1_1  Col1_2\n2020-01-01      10     NaN     NaN\n2020-01-02      20    10.0     NaN\n2020-01-03      15    20.0    10.0\n2020-01-04      30    15.0    20.0\n2020-01-05      45    30.0    15.0""]"
1542,..\pandas\reference\api\pandas.DataFrame.max.html,pandas.DataFrame.max,"DataFrame.max(axis=0, skipna=True, numeric_only=False, **kwargs)[source]# Return the maximum of the values over the requested axis. If you want the index of the maximum, use idxmax. This is the equivalent of the numpy.ndarray method argmax.","Parameters: axis{index (0), columns (1)}Axis for the function to be applied on. For Series this parameter is unused and defaults to 0. For DataFrames, specifying axis=None will apply the aggregation across both axes. Added in version 2.0.0. skipnabool, default TrueExclude NA/null values when computing the result. numeric_onlybool, default FalseInclude only float, int, boolean columns. Not implemented for Series. **kwargsAdditional keyword arguments to be passed to the function. Returns: Series or scalar","["">>> idx = pd.MultiIndex.from_arrays([\n...     ['warm', 'warm', 'cold', 'cold'],\n...     ['dog', 'falcon', 'fish', 'spider']],\n...     names=['blooded', 'animal'])\n>>> s = pd.Series([4, 2, 0, 8], name='legs', index=idx)\n>>> s\nblooded  animal\nwarm     dog       4\n         falcon    2\ncold     fish      0\n         spider    8\nName: legs, dtype: int64"", '>>> s.max()\n8']"
